{20} -> {17} (conf: 0.921, supp: 0.275, lift: 2.972, conv: 8.698)
{23} -> {18} (conf: 0.918, supp: 0.269, lift: 3.093, conv: 8.555)
{18} -> {23} (conf: 0.906, supp: 0.269, lift: 3.093, conv: 7.548)
{24} -> {18} (conf: 0.925, supp: 0.269, lift: 3.117, conv: 9.378)
{18} -> {24} (conf: 0.906, supp: 0.269, lift: 3.117, conv: 7.519)
{27} -> {18} (conf: 0.905, supp: 0.255, lift: 3.050, conv: 7.411)
{27} -> {21} (conf: 0.911, supp: 0.257, lift: 3.191, conv: 8.064)
{21} -> {27} (conf: 0.901, supp: 0.257, lift: 3.191, conv: 7.238)
{27} -> {24} (conf: 0.916, supp: 0.258, lift: 3.151, conv: 8.411)
{27} -> {25} (conf: 0.909, supp: 0.257, lift: 3.174, conv: 7.860)
{52} -> {49} (conf: 0.923, supp: 0.166, lift: 5.075, conv: 10.580)
{49} -> {52} (conf: 0.914, supp: 0.166, lift: 5.075, conv: 9.525)
{56} -> {52} (conf: 0.914, supp: 0.161, lift: 5.075, conv: 9.525)
{23, 25, 27} -> {21, 24} (conf: 0.934, supp: 0.217, lift: 3.633, conv: 11.207)
{23, 24, 27} -> {21, 25} (conf: 0.908, supp: 0.217, lift: 3.656, conv: 8.193)
{23, 24, 25} -> {21, 27} (conf: 0.937, supp: 0.217, lift: 3.643, conv: 11.822)
{21, 25, 27} -> {23, 24} (conf: 0.909, supp: 0.217, lift: 3.507, conv: 8.164)
{21, 24, 25} -> {23, 27} (conf: 0.923, supp: 0.217, lift: 3.705, conv: 9.743)
{21, 23, 27} -> {24, 25} (conf: 0.915, supp: 0.217, lift: 3.635, conv: 8.775)
{21, 23, 25} -> {24, 27} (conf: 0.949, supp: 0.217, lift: 3.671, conv: 14.532)
{21, 23, 24} -> {25, 27} (conf: 0.907, supp: 0.217, lift: 3.532, conv: 7.956)
{23, 24, 26, 27} -> {21} (conf: 0.966, supp: 0.101, lift: 3.383, conv: 21.088)
{21, 24, 26, 27} -> {23} (conf: 0.944, supp: 0.101, lift: 3.220, conv: 12.540)
{21, 23, 26, 27} -> {24} (conf: 0.974, supp: 0.101, lift: 3.352, conv: 27.264)
{21, 23, 24, 26} -> {27} (conf: 0.964, supp: 0.101, lift: 3.416, conv: 20.060)
{23, 26, 27} -> {21, 24} (conf: 0.934, supp: 0.101, lift: 3.636, conv: 11.338)
{23, 24, 26} -> {21, 27} (conf: 0.905, supp: 0.101, lift: 3.516, conv: 7.778)
{21, 26, 27} -> {23, 24} (conf: 0.902, supp: 0.101, lift: 3.479, conv: 7.565)
{21, 24, 26} -> {23, 27} (conf: 0.901, supp: 0.101, lift: 3.617, conv: 7.587)
{21, 23, 26} -> {24, 27} (conf: 0.923, supp: 0.101, lift: 3.573, conv: 9.683)
{24, 25, 26, 27} -> {21} (conf: 0.957, supp: 0.101, lift: 3.351, conv: 16.648)
{21, 25, 26, 27} -> {24} (conf: 0.964, supp: 0.101, lift: 3.319, conv: 19.968)
{21, 24, 26, 27} -> {25} (conf: 0.941, supp: 0.101, lift: 3.285, conv: 12.094)
{21, 24, 25, 26} -> {27} (conf: 0.973, supp: 0.101, lift: 3.448, conv: 26.961)
{25, 26, 27} -> {21, 24} (conf: 0.910, supp: 0.101, lift: 3.542, conv: 8.278)
{24, 25, 26} -> {21, 27} (conf: 0.919, supp: 0.101, lift: 3.574, conv: 9.219)
{21, 25, 26} -> {24, 27} (conf: 0.929, supp: 0.101, lift: 3.595, conv: 10.463)
{2, 17, 18, 23, 24} -> {1} (conf: 0.950, supp: 0.101, lift: 2.225, conv: 11.386)
{1, 17, 18, 23, 24} -> {2} (conf: 0.916, supp: 0.101, lift: 2.239, conv: 7.021)
{1, 2, 17, 23, 24} -> {18} (conf: 0.978, supp: 0.101, lift: 3.294, conv: 31.305)
{1, 2, 17, 18, 24} -> {23} (conf: 0.955, supp: 0.101, lift: 3.258, conv: 15.666)
{1, 2, 17, 18, 23} -> {24} (conf: 0.954, supp: 0.101, lift: 3.282, conv: 15.321)
{2, 17, 23, 24} -> {1, 18} (conf: 0.928, supp: 0.101, lift: 5.863, conv: 11.707)
{2, 17, 18, 24} -> {1, 23} (conf: 0.906, supp: 0.101, lift: 5.836, conv: 8.942)
{2, 17, 18, 23} -> {1, 24} (conf: 0.904, supp: 0.101, lift: 5.812, conv: 8.824)
{1, 2, 17, 24} -> {18, 23} (conf: 0.913, supp: 0.101, lift: 3.394, conv: 8.390)
{1, 2, 17, 23} -> {18, 24} (conf: 0.908, supp: 0.101, lift: 3.378, conv: 7.931)
{1, 18, 21, 23, 24} -> {2} (conf: 0.911, supp: 0.117, lift: 2.228, conv: 6.666)
{1, 2, 21, 23, 24} -> {18} (conf: 0.981, supp: 0.117, lift: 3.306, conv: 37.027)
{1, 2, 18, 23, 24} -> {21} (conf: 0.945, supp: 0.117, lift: 3.310, conv: 13.049)
{1, 2, 18, 21, 24} -> {23} (conf: 0.962, supp: 0.117, lift: 3.283, conv: 18.668)
{1, 2, 18, 21, 23} -> {24} (conf: 0.972, supp: 0.117, lift: 3.346, conv: 25.481)
{1, 2, 23, 24} -> {18, 21} (conf: 0.923, supp: 0.117, lift: 3.624, conv: 9.686)
{1, 2, 21, 24} -> {18, 23} (conf: 0.928, supp: 0.117, lift: 3.449, conv: 10.113)
{1, 2, 21, 23} -> {18, 24} (conf: 0.947, supp: 0.117, lift: 3.523, conv: 13.789)
{1, 2, 18, 21} -> {23, 24} (conf: 0.930, supp: 0.117, lift: 3.588, conv: 10.612)
{1, 18, 21, 23, 25} -> {2} (conf: 0.916, supp: 0.114, lift: 2.240, conv: 7.063)
{1, 2, 21, 23, 25} -> {18} (conf: 0.979, supp: 0.114, lift: 3.298, conv: 33.142)
{1, 2, 18, 23, 25} -> {21} (conf: 0.962, supp: 0.114, lift: 3.368, conv: 18.690)
{1, 2, 18, 21, 25} -> {23} (conf: 0.962, supp: 0.114, lift: 3.283, conv: 18.718)
{1, 2, 18, 21, 23} -> {25} (conf: 0.947, supp: 0.114, lift: 3.306, conv: 13.492)
{1, 2, 23, 25} -> {18, 21} (conf: 0.936, supp: 0.114, lift: 3.675, conv: 11.654)
{1, 2, 21, 25} -> {18, 23} (conf: 0.920, supp: 0.114, lift: 3.419, conv: 9.082)
{1, 2, 21, 23} -> {18, 25} (conf: 0.923, supp: 0.114, lift: 3.678, conv: 9.676)
{1, 2, 18, 25} -> {21, 23} (conf: 0.908, supp: 0.114, lift: 3.611, conv: 8.125)
{1, 2, 18, 21} -> {23, 25} (conf: 0.906, supp: 0.114, lift: 3.737, conv: 8.079)
{1, 18, 21, 23, 27} -> {2} (conf: 0.910, supp: 0.116, lift: 2.225, conv: 6.556)
{1, 2, 21, 23, 27} -> {18} (conf: 0.979, supp: 0.116, lift: 3.300, conv: 34.280)
{1, 2, 18, 23, 27} -> {21} (conf: 0.968, supp: 0.116, lift: 3.389, conv: 22.240)
{1, 2, 18, 21, 27} -> {23} (conf: 0.964, supp: 0.116, lift: 3.291, conv: 19.868)
{1, 2, 18, 21, 23} -> {27} (conf: 0.965, supp: 0.116, lift: 3.420, conv: 20.785)
{1, 2, 23, 27} -> {18, 21} (conf: 0.944, supp: 0.116, lift: 3.705, conv: 13.248)
{1, 2, 21, 27} -> {18, 23} (conf: 0.923, supp: 0.116, lift: 3.432, conv: 9.508)
{1, 2, 21, 23} -> {18, 27} (conf: 0.940, supp: 0.116, lift: 3.681, conv: 12.503)
{1, 2, 18, 27} -> {21, 23} (conf: 0.919, supp: 0.116, lift: 3.656, conv: 9.259)
{1, 2, 18, 21} -> {23, 27} (conf: 0.924, supp: 0.116, lift: 3.708, conv: 9.854)
{1, 18, 21, 24, 25} -> {2} (conf: 0.915, supp: 0.115, lift: 2.238, conv: 6.967)
{1, 2, 21, 24, 25} -> {18} (conf: 0.970, supp: 0.115, lift: 3.268, conv: 23.265)
{1, 2, 18, 24, 25} -> {21} (conf: 0.954, supp: 0.115, lift: 3.340, conv: 15.482)
{1, 2, 18, 21, 25} -> {24} (conf: 0.973, supp: 0.115, lift: 3.350, conv: 26.722)
{1, 2, 18, 21, 24} -> {25} (conf: 0.948, supp: 0.115, lift: 3.310, conv: 13.795)
{1, 2, 24, 25} -> {18, 21} (conf: 0.919, supp: 0.115, lift: 3.609, conv: 9.231)
{1, 2, 21, 25} -> {18, 24} (conf: 0.930, supp: 0.115, lift: 3.461, conv: 10.481)
{1, 2, 21, 24} -> {18, 25} (conf: 0.914, supp: 0.115, lift: 3.645, conv: 8.747)
{1, 2, 18, 25} -> {21, 24} (conf: 0.918, supp: 0.115, lift: 3.574, conv: 9.110)
{1, 2, 18, 21} -> {24, 25} (conf: 0.917, supp: 0.115, lift: 3.644, conv: 8.995)
{1, 18, 21, 24, 27} -> {2} (conf: 0.908, supp: 0.117, lift: 2.221, conv: 6.453)
{1, 2, 21, 24, 27} -> {18} (conf: 0.970, supp: 0.117, lift: 3.268, conv: 23.424)
{1, 2, 18, 24, 27} -> {21} (conf: 0.959, supp: 0.117, lift: 3.358, conv: 17.485)
{1, 2, 18, 21, 27} -> {24} (conf: 0.974, supp: 0.117, lift: 3.352, conv: 27.178)
{1, 2, 18, 21, 24} -> {27} (conf: 0.965, supp: 0.117, lift: 3.418, conv: 20.449)
{1, 2, 24, 27} -> {18, 21} (conf: 0.926, supp: 0.117, lift: 3.637, conv: 10.126)
{1, 2, 21, 27} -> {18, 24} (conf: 0.932, supp: 0.117, lift: 3.468, conv: 10.782)
{1, 2, 21, 24} -> {18, 27} (conf: 0.930, supp: 0.117, lift: 3.641, conv: 10.694)
{1, 2, 18, 27} -> {21, 24} (conf: 0.928, supp: 0.117, lift: 3.612, conv: 10.345)
{1, 2, 18, 21} -> {24, 27} (conf: 0.933, supp: 0.117, lift: 3.609, conv: 11.047)
{1, 18, 21, 25, 27} -> {2} (conf: 0.913, supp: 0.116, lift: 2.233, conv: 6.806)
{1, 2, 21, 25, 27} -> {18} (conf: 0.963, supp: 0.116, lift: 3.247, conv: 19.255)
{1, 2, 18, 25, 27} -> {21} (conf: 0.957, supp: 0.116, lift: 3.350, conv: 16.521)
{1, 2, 18, 21, 27} -> {25} (conf: 0.959, supp: 0.116, lift: 3.348, conv: 17.461)
{1, 2, 18, 21, 25} -> {27} (conf: 0.976, supp: 0.116, lift: 3.456, conv: 29.301)
{1, 2, 25, 27} -> {18, 21} (conf: 0.914, supp: 0.116, lift: 3.588, conv: 8.650)
{1, 2, 21, 27} -> {18, 25} (conf: 0.918, supp: 0.116, lift: 3.660, conv: 9.142)
{1, 2, 21, 25} -> {18, 27} (conf: 0.932, supp: 0.116, lift: 3.649, conv: 10.980)
{1, 2, 18, 27} -> {21, 25} (conf: 0.914, supp: 0.116, lift: 3.679, conv: 8.750)
{1, 2, 18, 25} -> {21, 27} (conf: 0.920, supp: 0.116, lift: 3.577, conv: 9.329)
{1, 2, 18, 21} -> {25, 27} (conf: 0.919, supp: 0.116, lift: 3.580, conv: 9.147)
{1, 18, 23, 24, 25} -> {2} (conf: 0.918, supp: 0.115, lift: 2.244, conv: 7.204)
{1, 2, 23, 24, 25} -> {18} (conf: 0.981, supp: 0.115, lift: 3.305, conv: 36.469)
{1, 2, 18, 24, 25} -> {23} (conf: 0.953, supp: 0.115, lift: 3.252, conv: 15.018)
{1, 2, 18, 23, 25} -> {24} (conf: 0.972, supp: 0.115, lift: 3.345, conv: 25.376)
{1, 2, 18, 23, 24} -> {25} (conf: 0.931, supp: 0.115, lift: 3.249, conv: 10.301)
{1, 2, 24, 25} -> {18, 23} (conf: 0.918, supp: 0.115, lift: 3.414, conv: 8.955)
{1, 2, 23, 25} -> {18, 24} (conf: 0.946, supp: 0.115, lift: 3.520, conv: 13.552)
{1, 2, 23, 24} -> {18, 25} (conf: 0.909, supp: 0.115, lift: 3.623, conv: 8.221)
{1, 2, 18, 25} -> {23, 24} (conf: 0.918, supp: 0.115, lift: 3.539, conv: 8.984)
{1, 18, 23, 24, 27} -> {2} (conf: 0.911, supp: 0.117, lift: 2.228, conv: 6.671)
{1, 2, 23, 24, 27} -> {18} (conf: 0.981, supp: 0.117, lift: 3.304, conv: 36.114)
{1, 2, 18, 24, 27} -> {23} (conf: 0.955, supp: 0.117, lift: 3.260, conv: 15.876)
{1, 2, 18, 23, 27} -> {24} (conf: 0.974, supp: 0.117, lift: 3.351, conv: 26.921)
{1, 2, 18, 23, 24} -> {27} (conf: 0.944, supp: 0.117, lift: 3.345, conv: 12.895)
{1, 2, 24, 27} -> {18, 23} (conf: 0.923, supp: 0.117, lift: 3.431, conv: 9.475)
{1, 2, 23, 27} -> {18, 24} (conf: 0.949, supp: 0.117, lift: 3.532, conv: 14.442)
{1, 2, 23, 24} -> {18, 27} (conf: 0.922, supp: 0.117, lift: 3.609, conv: 9.566)
{1, 2, 18, 27} -> {23, 24} (conf: 0.925, supp: 0.117, lift: 3.566, conv: 9.827)
{1, 18, 23, 25, 27} -> {2} (conf: 0.916, supp: 0.115, lift: 2.239, conv: 7.012)
{1, 2, 23, 25, 27} -> {18} (conf: 0.979, supp: 0.115, lift: 3.298, conv: 33.274)
{1, 2, 18, 25, 27} -> {23} (conf: 0.955, supp: 0.115, lift: 3.258, conv: 15.620)
{1, 2, 18, 23, 27} -> {25} (conf: 0.961, supp: 0.115, lift: 3.353, conv: 18.087)
{1, 2, 18, 23, 25} -> {27} (conf: 0.973, supp: 0.115, lift: 3.447, conv: 26.572)
{1, 2, 25, 27} -> {18, 23} (conf: 0.912, supp: 0.115, lift: 3.390, conv: 8.299)
{1, 2, 23, 27} -> {18, 25} (conf: 0.937, supp: 0.115, lift: 3.734, conv: 11.816)
{1, 2, 23, 25} -> {18, 27} (conf: 0.947, supp: 0.115, lift: 3.706, conv: 14.038)
{1, 2, 18, 27} -> {23, 25} (conf: 0.912, supp: 0.115, lift: 3.761, conv: 8.626)
{1, 2, 18, 25} -> {23, 27} (conf: 0.918, supp: 0.115, lift: 3.687, conv: 9.207)
{1, 18, 24, 25, 27} -> {2} (conf: 0.914, supp: 0.117, lift: 2.235, conv: 6.875)
{1, 2, 24, 25, 27} -> {18} (conf: 0.970, supp: 0.117, lift: 3.268, conv: 23.210)
{1, 2, 18, 25, 27} -> {24} (conf: 0.972, supp: 0.117, lift: 3.346, conv: 25.572)
{1, 2, 18, 24, 27} -> {25} (conf: 0.960, supp: 0.117, lift: 3.351, conv: 17.798)
{1, 2, 18, 24, 25} -> {27} (conf: 0.971, supp: 0.117, lift: 3.441, conv: 25.054)
{1, 2, 25, 27} -> {18, 24} (conf: 0.929, supp: 0.117, lift: 3.455, conv: 10.248)
{1, 2, 24, 27} -> {18, 25} (conf: 0.927, supp: 0.117, lift: 3.696, conv: 10.282)
{1, 2, 24, 25} -> {18, 27} (conf: 0.936, supp: 0.117, lift: 3.664, conv: 11.656)
{1, 2, 18, 27} -> {24, 25} (conf: 0.929, supp: 0.117, lift: 3.692, conv: 10.529)
{1, 2, 18, 25} -> {24, 27} (conf: 0.935, supp: 0.117, lift: 3.619, conv: 11.459)
{1, 21, 23, 24, 25} -> {2} (conf: 0.917, supp: 0.113, lift: 2.242, conv: 7.130)
{1, 2, 23, 24, 25} -> {21} (conf: 0.964, supp: 0.113, lift: 3.377, conv: 20.103)
{1, 2, 21, 24, 25} -> {23} (conf: 0.953, supp: 0.113, lift: 3.251, conv: 14.968)
{1, 2, 21, 23, 25} -> {24} (conf: 0.973, supp: 0.113, lift: 3.348, conv: 26.115)
{1, 2, 21, 23, 24} -> {25} (conf: 0.950, supp: 0.113, lift: 3.316, conv: 14.251)
{1, 2, 24, 25} -> {21, 23} (conf: 0.903, supp: 0.113, lift: 3.593, conv: 7.730)
{1, 2, 23, 25} -> {21, 24} (conf: 0.930, supp: 0.113, lift: 3.620, conv: 10.669)
{1, 2, 21, 25} -> {23, 24} (conf: 0.914, supp: 0.113, lift: 3.525, conv: 8.605)
{1, 2, 21, 23} -> {24, 25} (conf: 0.917, supp: 0.113, lift: 3.644, conv: 9.013)
{1, 21, 23, 24, 27} -> {2} (conf: 0.910, supp: 0.115, lift: 2.225, conv: 6.566)
{1, 2, 23, 24, 27} -> {21} (conf: 0.968, supp: 0.115, lift: 3.391, conv: 22.633)
{1, 2, 21, 24, 27} -> {23} (conf: 0.954, supp: 0.115, lift: 3.256, conv: 15.485)
{1, 2, 21, 23, 27} -> {24} (conf: 0.973, supp: 0.115, lift: 3.349, conv: 26.446)
{1, 2, 21, 23, 24} -> {27} (conf: 0.968, supp: 0.115, lift: 3.429, conv: 22.415)
{1, 2, 24, 27} -> {21, 23} (conf: 0.911, supp: 0.115, lift: 3.626, conv: 8.456)
{1, 2, 23, 27} -> {21, 24} (conf: 0.938, supp: 0.115, lift: 3.649, conv: 11.919)
{1, 2, 23, 24} -> {21, 27} (conf: 0.911, supp: 0.115, lift: 3.540, conv: 8.326)
{1, 2, 21, 27} -> {23, 24} (conf: 0.917, supp: 0.115, lift: 3.537, conv: 8.942)
{1, 2, 21, 24} -> {23, 27} (conf: 0.915, supp: 0.115, lift: 3.674, conv: 8.875)
{1, 2, 21, 23} -> {24, 27} (conf: 0.934, supp: 0.115, lift: 3.615, conv: 11.303)
{1, 21, 23, 25, 27} -> {2} (conf: 0.915, supp: 0.114, lift: 2.236, conv: 6.920)
{1, 2, 23, 25, 27} -> {21} (conf: 0.967, supp: 0.114, lift: 3.385, conv: 21.408)
{1, 2, 21, 25, 27} -> {23} (conf: 0.949, supp: 0.114, lift: 3.240, conv: 13.979)
{1, 2, 21, 23, 27} -> {25} (conf: 0.960, supp: 0.114, lift: 3.351, conv: 17.802)
{1, 2, 21, 23, 25} -> {27} (conf: 0.978, supp: 0.114, lift: 3.464, conv: 32.354)
{1, 2, 25, 27} -> {21, 23} (conf: 0.901, supp: 0.114, lift: 3.582, conv: 7.525)
{1, 2, 23, 27} -> {21, 25} (conf: 0.925, supp: 0.114, lift: 3.723, conv: 10.006)
{1, 2, 23, 25} -> {21, 27} (conf: 0.935, supp: 0.114, lift: 3.635, conv: 11.449)
{1, 2, 21, 27} -> {23, 25} (conf: 0.905, supp: 0.114, lift: 3.730, conv: 7.946)
{1, 2, 21, 25} -> {23, 27} (conf: 0.919, supp: 0.114, lift: 3.687, conv: 9.225)
{1, 2, 21, 23} -> {25, 27} (conf: 0.922, supp: 0.114, lift: 3.591, conv: 9.489)
{1, 21, 24, 25, 27} -> {2} (conf: 0.910, supp: 0.116, lift: 2.224, conv: 6.542)
{1, 2, 24, 25, 27} -> {21} (conf: 0.959, supp: 0.116, lift: 3.357, conv: 17.374)
{1, 2, 21, 25, 27} -> {24} (conf: 0.968, supp: 0.116, lift: 3.332, conv: 22.281)
{1, 2, 21, 24, 27} -> {25} (conf: 0.960, supp: 0.116, lift: 3.351, conv: 17.803)
{1, 2, 21, 24, 25} -> {27} (conf: 0.977, supp: 0.116, lift: 3.459, conv: 30.597)
{1, 2, 25, 27} -> {21, 24} (conf: 0.918, supp: 0.116, lift: 3.573, conv: 9.092)
{1, 2, 24, 27} -> {21, 25} (conf: 0.917, supp: 0.116, lift: 3.690, conv: 9.032)
{1, 2, 24, 25} -> {21, 27} (conf: 0.926, supp: 0.116, lift: 3.598, conv: 9.994)
{1, 2, 21, 27} -> {24, 25} (conf: 0.923, supp: 0.116, lift: 3.666, conv: 9.659)
{1, 2, 21, 25} -> {24, 27} (conf: 0.937, supp: 0.116, lift: 3.624, conv: 11.719)
{1, 2, 21, 24} -> {25, 27} (conf: 0.921, supp: 0.116, lift: 3.587, conv: 9.378)
{1, 23, 24, 25, 27} -> {2} (conf: 0.916, supp: 0.115, lift: 2.240, conv: 7.062)
{1, 2, 24, 25, 27} -> {23} (conf: 0.948, supp: 0.115, lift: 3.234, conv: 13.530)
{1, 2, 23, 25, 27} -> {24} (conf: 0.974, supp: 0.115, lift: 3.353, conv: 27.559)
{1, 2, 23, 24, 27} -> {25} (conf: 0.963, supp: 0.115, lift: 3.361, conv: 19.172)
{1, 2, 23, 24, 25} -> {27} (conf: 0.977, supp: 0.115, lift: 3.461, conv: 31.275)
{1, 2, 25, 27} -> {23, 24} (conf: 0.908, supp: 0.115, lift: 3.501, conv: 8.019)
{1, 2, 24, 27} -> {23, 25} (conf: 0.906, supp: 0.115, lift: 3.737, conv: 8.071)
{1, 2, 24, 25} -> {23, 27} (conf: 0.915, supp: 0.115, lift: 3.672, conv: 8.827)
{1, 2, 23, 27} -> {24, 25} (conf: 0.932, supp: 0.115, lift: 3.705, conv: 11.036)
{1, 2, 23, 25} -> {24, 27} (conf: 0.943, supp: 0.115, lift: 3.646, conv: 12.897)
{1, 2, 23, 24} -> {25, 27} (conf: 0.905, supp: 0.115, lift: 3.528, conv: 7.864)
{1, 18, 20, 21, 24} -> {17} (conf: 0.971, supp: 0.100, lift: 3.136, conv: 24.207)
{1, 17, 20, 21, 24} -> {18} (conf: 0.960, supp: 0.100, lift: 3.234, conv: 17.496)
{1, 17, 18, 21, 24} -> {20} (conf: 0.917, supp: 0.100, lift: 3.071, conv: 8.453)
{1, 17, 18, 20, 24} -> {21} (conf: 0.940, supp: 0.100, lift: 3.291, conv: 11.888)
{1, 17, 18, 20, 21} -> {24} (conf: 0.967, supp: 0.100, lift: 3.328, conv: 21.446)
{1, 20, 21, 24} -> {17, 18} (conf: 0.932, supp: 0.100, lift: 6.282, conv: 12.444)
{1, 18, 20, 24} -> {17, 21} (conf: 0.911, supp: 0.100, lift: 6.273, conv: 9.613)
{1, 18, 20, 21} -> {17, 24} (conf: 0.938, supp: 0.100, lift: 6.401, conv: 13.750)
{1, 18, 20, 23, 24} -> {17} (conf: 0.972, supp: 0.101, lift: 3.137, conv: 24.396)
{1, 17, 20, 23, 24} -> {18} (conf: 0.974, supp: 0.101, lift: 3.281, conv: 26.854)
{1, 17, 18, 23, 24} -> {20} (conf: 0.915, supp: 0.101, lift: 3.065, conv: 8.265)
{1, 17, 18, 20, 24} -> {23} (conf: 0.947, supp: 0.101, lift: 3.233, conv: 13.455)
{1, 17, 18, 20, 23} -> {24} (conf: 0.952, supp: 0.101, lift: 3.275, conv: 14.670)
{1, 20, 23, 24} -> {17, 18} (conf: 0.946, supp: 0.101, lift: 6.378, conv: 15.714)
{1, 18, 20, 24} -> {17, 23} (conf: 0.918, supp: 0.101, lift: 6.250, conv: 10.456)
{1, 18, 20, 23} -> {17, 24} (conf: 0.922, supp: 0.101, lift: 6.293, conv: 10.945)
{1, 18, 20, 24, 27} -> {17} (conf: 0.971, supp: 0.100, lift: 3.135, conv: 23.889)
{1, 17, 20, 24, 27} -> {18} (conf: 0.963, supp: 0.100, lift: 3.244, conv: 18.858)
{1, 17, 18, 24, 27} -> {20} (conf: 0.916, supp: 0.100, lift: 3.066, conv: 8.304)
{1, 17, 18, 20, 27} -> {24} (conf: 0.968, supp: 0.100, lift: 3.333, conv: 22.498)
{1, 17, 18, 20, 24} -> {27} (conf: 0.939, supp: 0.100, lift: 3.327, conv: 11.771)
{1, 20, 24, 27} -> {17, 18} (conf: 0.934, supp: 0.100, lift: 6.299, conv: 12.925)
{1, 18, 20, 27} -> {17, 24} (conf: 0.940, supp: 0.100, lift: 6.413, conv: 14.151)
{1, 18, 20, 24} -> {17, 27} (conf: 0.910, supp: 0.100, lift: 6.271, conv: 9.523)
{1, 17, 21, 23, 24} -> {18} (conf: 0.977, supp: 0.105, lift: 3.293, conv: 30.743)
{1, 17, 18, 23, 24} -> {21} (conf: 0.950, supp: 0.105, lift: 3.326, conv: 14.220)
{1, 17, 18, 21, 24} -> {23} (conf: 0.959, supp: 0.105, lift: 3.274, conv: 17.399)
{1, 17, 18, 21, 23} -> {24} (conf: 0.972, supp: 0.105, lift: 3.344, conv: 24.917)
{1, 17, 23, 24} -> {18, 21} (conf: 0.924, supp: 0.105, lift: 3.627, conv: 9.773)
{1, 17, 21, 24} -> {18, 23} (conf: 0.917, supp: 0.105, lift: 3.408, conv: 8.768)
{1, 17, 21, 23} -> {18, 24} (conf: 0.938, supp: 0.105, lift: 3.489, conv: 11.731)
{1, 17, 18, 23} -> {21, 24} (conf: 0.901, supp: 0.105, lift: 3.506, conv: 7.504)
{1, 17, 18, 21} -> {23, 24} (conf: 0.927, supp: 0.105, lift: 3.575, conv: 10.140)
{1, 17, 21, 23, 25} -> {18} (conf: 0.975, supp: 0.101, lift: 3.286, conv: 28.499)
{1, 17, 18, 23, 25} -> {21} (conf: 0.963, supp: 0.101, lift: 3.371, conv: 19.224)
{1, 17, 18, 21, 25} -> {23} (conf: 0.961, supp: 0.101, lift: 3.278, conv: 18.028)
{1, 17, 18, 21, 23} -> {25} (conf: 0.940, supp: 0.101, lift: 3.282, conv: 11.913)
{1, 17, 23, 25} -> {18, 21} (conf: 0.932, supp: 0.101, lift: 3.658, conv: 10.937)
{1, 17, 21, 25} -> {18, 23} (conf: 0.907, supp: 0.101, lift: 3.370, conv: 7.825)
{1, 17, 21, 23} -> {18, 25} (conf: 0.907, supp: 0.101, lift: 3.617, conv: 8.085)
{1, 17, 18, 25} -> {21, 23} (conf: 0.910, supp: 0.101, lift: 3.619, conv: 8.284)
{1, 17, 21, 23, 27} -> {18} (conf: 0.973, supp: 0.104, lift: 3.280, conv: 26.427)
{1, 17, 18, 23, 27} -> {21} (conf: 0.969, supp: 0.104, lift: 3.393, conv: 23.029)
{1, 17, 18, 21, 27} -> {23} (conf: 0.961, supp: 0.104, lift: 3.279, conv: 18.099)
{1, 17, 18, 21, 23} -> {27} (conf: 0.965, supp: 0.104, lift: 3.420, conv: 20.670)
{1, 17, 23, 27} -> {18, 21} (conf: 0.938, supp: 0.104, lift: 3.684, conv: 12.067)
{1, 17, 21, 27} -> {18, 23} (conf: 0.905, supp: 0.104, lift: 3.366, conv: 7.727)
{1, 17, 21, 23} -> {18, 27} (conf: 0.932, supp: 0.104, lift: 3.646, conv: 10.890)
{1, 17, 18, 27} -> {21, 23} (conf: 0.921, supp: 0.104, lift: 3.666, conv: 9.530)
{1, 17, 18, 21} -> {23, 27} (conf: 0.921, supp: 0.104, lift: 3.697, conv: 9.503)
{1, 17, 21, 24, 25} -> {18} (conf: 0.962, supp: 0.103, lift: 3.243, conv: 18.734)
{1, 17, 18, 24, 25} -> {21} (conf: 0.959, supp: 0.103, lift: 3.358, conv: 17.466)
{1, 17, 18, 21, 25} -> {24} (conf: 0.974, supp: 0.103, lift: 3.351, conv: 26.835)
{1, 17, 18, 21, 24} -> {25} (conf: 0.941, supp: 0.103, lift: 3.284, conv: 12.029)
{1, 17, 24, 25} -> {18, 21} (conf: 0.917, supp: 0.103, lift: 3.601, conv: 8.990)
{1, 17, 21, 25} -> {18, 24} (conf: 0.919, supp: 0.103, lift: 3.418, conv: 8.987)
{1, 17, 18, 25} -> {21, 24} (conf: 0.922, supp: 0.103, lift: 3.587, conv: 9.492)
{1, 17, 18, 21} -> {24, 25} (conf: 0.909, supp: 0.103, lift: 3.612, conv: 8.214)
{1, 17, 21, 24, 27} -> {18} (conf: 0.962, supp: 0.105, lift: 3.240, conv: 18.312)
{1, 17, 18, 24, 27} -> {21} (conf: 0.965, supp: 0.105, lift: 3.380, conv: 20.542)
{1, 17, 18, 21, 27} -> {24} (conf: 0.974, supp: 0.105, lift: 3.351, conv: 27.006)
{1, 17, 18, 21, 24} -> {27} (conf: 0.966, supp: 0.105, lift: 3.422, conv: 21.037)
{1, 17, 24, 27} -> {18, 21} (conf: 0.924, supp: 0.105, lift: 3.628, conv: 9.834)
{1, 17, 21, 27} -> {18, 24} (conf: 0.917, supp: 0.105, lift: 3.413, conv: 8.857)
{1, 17, 21, 24} -> {18, 27} (conf: 0.923, supp: 0.105, lift: 3.612, conv: 9.650)
